x,y
2,1.5
3,1.5
4,1.25
5,1.1
6,1.0
7,0.9285714285714284
8,0.875
9,0.8333333333333335
10,0.7999999999999998
11,0.6818181818181817
12,0.6666666666666665
13,0.6538461538461537
14,0.6428571428571428
15,0.6333333333333333
16,0.5625
17,0.5588235294117645
18,0.5555555555555554
19,0.5526315789473686
20,0.5499999999999998
21,0.5
22,0.5
23,0.5
24,0.5
25,0.45999999999999996
26,0.4615384615384617
27,0.4629629629629628
28,0.4642857142857144
29,0.43103448275862055
30,0.4333333333333331
31,0.435483870967742
32,0.40625
33,0.40909090909090917
34,0.4117647058823528
35,0.3857142857142857
36,0.38888888888888884
37,0.3918918918918921
38,0.3947368421052633
39,0.3717948717948718
40,0.375
