x,y
-1,0
0,0

0.0,0.5
0.08080808080808081,0.4802006599061789
0.16161616161616163,0.4611853475486594
0.24242424242424243,0.4429230164638534
0.32323232323232326,0.4253838495871555
0.4040404040404041,0.40853921057036563
0.48484848484848486,0.39236159702687795
0.5656565656565657,0.37682459562829806
0.6464646464646465,0.36190283897917547
0.7272727272727273,0.34757196419943936
0.8080808080808082,0.33380857314691514
0.888888888888889,0.3205901942149773
0.9696969696969697,0.30789524564296433
1.0505050505050506,0.295703000279453
1.1313131313131315,0.28399355174086066
1.2121212121212122,0.2727477819101217
1.292929292929293,0.26194732972237406
1.373737373737374,0.2515745611866909
1.4545454545454546,0.24161254059491272
1.5353535353535355,0.23204500287057103
1.6161616161616164,0.2228563270127588
1.696969696969697,0.21403151059158795
1.777777777777778,0.2055561452535937
1.8585858585858588,0.19741639319709212
1.9393939393939394,0.18959896457908265
2.0202020202020203,0.18209109581680746
2.101010101010101,0.17488052874854038
2.181818181818182,0.16795549061958118
2.262626262626263,0.16130467486077782
2.3434343434343434,0.1549172226281943
2.4242424242424243,0.14878270507378266
2.505050505050505,0.14289110631811366
2.585858585858586,0.1372328070973643
2.666666666666667,0.13179856905786336
2.747474747474748,0.12657951967255215
2.8282828282828287,0.12156713775473339
2.909090909090909,0.11675323954545669
2.98989898989899,0.11212996535182497
3.070707070707071,0.10768976671440665
3.151515151515152,0.10342539408280106
3.2323232323232327,0.09932988497923535
3.3131313131313136,0.09539655263086733
3.393939393939394,0.09161897505223406
3.474747474747475,0.08799098456002107
3.555555555555556,0.08450665770303303
3.6363636363636367,0.08116030559092408
3.7171717171717176,0.07794646460589776
3.7979797979797985,0.07485988748221144
3.878787878787879,0.07189553473892048
3.95959595959596,0.06904856645187445
4.040404040404041,0.06631433435153151
4.121212121212122,0.06368837423368882
4.202020202020202,0.06116639867073812
4.282828282828283,0.05874429001154575
4.363636363636364,0.056418093658528436
4.444444444444445,0.05418401161094793
4.525252525252526,0.0520383962638825
4.606060606060606,0.04997774445275123
4.686868686868687,0.04799869173366704
4.767676767676768,0.04609800689028032
4.848484848484849,0.04427258665814439
4.92929292929293,0.042519450657988844
5.01010101010101,0.04083573652962892
5.090909090909092,0.03921869525856532
5.171717171717172,0.0376656866876448
5.252525252525253,0.03617417520645283
5.333333333333334,0.03474172561140076
5.414141414141414,0.03336599912974809
5.494949494949496,0.03204474960106804
5.575757575757576,0.030775819809922274
5.6565656565656575,0.02955713796375665
5.737373737373738,0.02838671431026784
5.818181818181818,0.02726263788871758
5.8989898989899,0.02618307340989075
5.97979797979798,0.025146258259602934
6.060606060606061,0.024150499620865056
6.141414141414142,0.02319417171000665
6.222222222222222,0.022275713122244845
6.303030303030304,0.021393624282365402
6.383838383838384,0.02054646499635344
6.464646464646465,0.01973285209997625
6.545454545454546,0.018951457200479253
6.626262626262627,0.01820100450770768
6.707070707070708,0.017480268751113134
6.787878787878788,0.016788073179243773
6.868686868686869,0.01612328763845216
6.94949494949495,0.015484826727683731
7.030303030303031,0.014871648026333126
7.111111111111112,0.014282750392275183
7.191919191919193,0.013717172327291553
7.272727272727273,0.013173990407224362
7.353535353535354,0.01265231777429362
7.434343434343435,0.012151302689116943
7.515151515151516,0.011670127140067368
7.595959595959597,0.011208005507698713
7.676767676767677,0.010764183282058023
7.757575757575758,0.010337935830790644
7.838383838383839,0.009928567216026796
7.91919191919192,0.009535409058117844
8.0,0.00915781944436709
